year,la_name,school_name,stage,measure,value_label
2024/25,Midlothian,Bonnyrigg Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,Midlothian,Bonnyrigg Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,Midlothian,Bonnyrigg Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Bonnyrigg Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Bonnyrigg Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Bonnyrigg Primary School,P4,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Bonnyrigg Primary School,P7,Listening & Talking - % Meeting Level,70-80%
2024/25,Midlothian,Bonnyrigg Primary School,P7,Numeracy - % Meeting Level,60-70%
2024/25,Midlothian,Bonnyrigg Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Bonnyrigg Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Burnbrae Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Burnbrae Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Burnbrae Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Burnbrae Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,P4,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,P4,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Burnbrae Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Burnbrae Primary School,P7,Writing - % Meeting Level,60-70%
2024/25,Midlothian,Cornbank Primary School,P1,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Cornbank Primary School,P1,Numeracy - % Meeting Level,90+%
2024/25,Midlothian,Cornbank Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Cornbank Primary School,P1,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Cornbank Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Cornbank Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Cornbank Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,Cornbank Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,Midlothian,Cornbank Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Cornbank Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Cornbank Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Cornbank Primary School,P4,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Cornbank Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Cornbank Primary School,P7,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Cornbank Primary School,P7,Reading - % Meeting Level,90+%
2024/25,Midlothian,Cornbank Primary School,P7,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Cuiken Primary School,P1,Listening & Talking - % Meeting Level,70-80%
2024/25,Midlothian,Cuiken Primary School,P1,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Cuiken Primary School,P1,Reading - % Meeting Level,60-70%
2024/25,Midlothian,Cuiken Primary School,P1,Writing - % Meeting Level,60-70%
2024/25,Midlothian,Cuiken Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Cuiken Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Cuiken Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,Midlothian,Cuiken Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,60-70%
2024/25,Midlothian,Cuiken Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Cuiken Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Cuiken Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Cuiken Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Cuiken Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Cuiken Primary School,P7,Numeracy - % Meeting Level,60-70%
2024/25,Midlothian,Cuiken Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Cuiken Primary School,P7,Writing - % Meeting Level,60-70%
2024/25,Midlothian,Danderhall Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Danderhall Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Danderhall Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Danderhall Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,P4,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Danderhall Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,P4,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,P4,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Danderhall Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Danderhall Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Easthouses Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Easthouses Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Easthouses Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Easthouses Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Easthouses Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Easthouses Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Easthouses Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,Easthouses Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,Midlothian,Easthouses Primary School,P4,Listening & Talking - % Meeting Level,c
2024/25,Midlothian,Easthouses Primary School,P4,Numeracy - % Meeting Level,c
2024/25,Midlothian,Easthouses Primary School,P4,Reading - % Meeting Level,c
2024/25,Midlothian,Easthouses Primary School,P4,Writing - % Meeting Level,c
2024/25,Midlothian,Easthouses Primary School,P7,Listening & Talking - % Meeting Level,c
2024/25,Midlothian,Easthouses Primary School,P7,Numeracy - % Meeting Level,c
2024/25,Midlothian,Easthouses Primary School,P7,Reading - % Meeting Level,c
2024/25,Midlothian,Easthouses Primary School,P7,Writing - % Meeting Level,c
2024/25,Midlothian,Gore Glen Primary School,P1,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Gore Glen Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Gore Glen Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Gore Glen Primary School,P1,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Gore Glen Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Gore Glen Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Gore Glen Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,Gore Glen Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,Midlothian,Gore Glen Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Gore Glen Primary School,P4,Numeracy - % Meeting Level,60-70%
2024/25,Midlothian,Gore Glen Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Gore Glen Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Gore Glen Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Gore Glen Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Gore Glen Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Gore Glen Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Gorebridge Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Gorebridge Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Gorebridge Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Gorebridge Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Gorebridge Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Gorebridge Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Gorebridge Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,Midlothian,Gorebridge Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,Midlothian,Gorebridge Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Gorebridge Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Gorebridge Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Gorebridge Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Gorebridge Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Gorebridge Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Gorebridge Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Gorebridge Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Hawthornden Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Hawthornden Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Hawthornden Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Hawthornden Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Hawthornden Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Hawthornden Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Hawthornden Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Hawthornden Primary School,P7,Writing - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,P1,Writing - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,King's Park Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,King's Park Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,P4,Reading - % Meeting Level,90+%
2024/25,Midlothian,King's Park Primary School,P4,Writing - % Meeting Level,90+%
2024/25,Midlothian,King's Park Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,King's Park Primary School,P7,Numeracy - % Meeting Level,60-70%
2024/25,Midlothian,King's Park Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,Midlothian,King's Park Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Lasswade Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Lasswade Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Lasswade Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Lasswade Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Lasswade Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Lasswade Primary School,P7,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Lasswade Primary School,P7,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Lawfield Primary School,P1,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Lawfield Primary School,P1,Numeracy - % Meeting Level,90+%
2024/25,Midlothian,Lawfield Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Lawfield Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Lawfield Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,P4,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Lawfield Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,P4,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,P4,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Lawfield Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Lawfield Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Loanhead Primary School,P1,Listening & Talking - % Meeting Level,c
2024/25,Midlothian,Loanhead Primary School,P1,Numeracy - % Meeting Level,c
2024/25,Midlothian,Loanhead Primary School,P1,Reading - % Meeting Level,c
2024/25,Midlothian,Loanhead Primary School,P1,Writing - % Meeting Level,c
2024/25,Midlothian,Loanhead Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Loanhead Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Loanhead Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,Loanhead Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,Midlothian,Loanhead Primary School,P4,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Loanhead Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Loanhead Primary School,P4,Reading - % Meeting Level,70-80%
2024/25,Midlothian,Loanhead Primary School,P4,Writing - % Meeting Level,50-60%
2024/25,Midlothian,Loanhead Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Loanhead Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Loanhead Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Loanhead Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,Midlothian,Mauricewood Primary School,P1,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Mauricewood Primary School,P1,Numeracy - % Meeting Level,90+%
2024/25,Midlothian,Mauricewood Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,P1,Writing - % Meeting Level,90+%
2024/25,Midlothian,Mauricewood Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Mauricewood Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,P4,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Mauricewood Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,Midlothian,Mauricewood Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Mauricewood Primary School,P7,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Mayfield Primary School,P1,Listening & Talking - % Meeting Level,70-80%
2024/25,Midlothian,Mayfield Primary School,P1,Numeracy - % Meeting Level,50-60%
2024/25,Midlothian,Mayfield Primary School,P1,Reading - % Meeting Level,60-70%
2024/25,Midlothian,Mayfield Primary School,P1,Writing - % Meeting Level,60-70%
2024/25,Midlothian,Mayfield Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,60-70%
2024/25,Midlothian,Mayfield Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,50-60%
2024/25,Midlothian,Mayfield Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,60-70%
2024/25,Midlothian,Mayfield Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,50-60%
2024/25,Midlothian,Mayfield Primary School,P4,Listening & Talking - % Meeting Level,70-80%
2024/25,Midlothian,Mayfield Primary School,P4,Numeracy - % Meeting Level,60-70%
2024/25,Midlothian,Mayfield Primary School,P4,Reading - % Meeting Level,60-70%
2024/25,Midlothian,Mayfield Primary School,P4,Writing - % Meeting Level,60-70%
2024/25,Midlothian,Mayfield Primary School,P7,Listening & Talking - % Meeting Level,50-60%
2024/25,Midlothian,Mayfield Primary School,P7,Numeracy - % Meeting Level,50-60%
2024/25,Midlothian,Mayfield Primary School,P7,Reading - % Meeting Level,50-60%
2024/25,Midlothian,Mayfield Primary School,P7,Writing - % Meeting Level,40-50%
2024/25,Midlothian,Moorfoot Primary School,P1,Listening & Talking - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P1,Numeracy - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P1,Reading - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P1,Writing - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Moorfoot Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Moorfoot Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,Midlothian,Moorfoot Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,90+%
2024/25,Midlothian,Moorfoot Primary School,P4,Listening & Talking - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P4,Numeracy - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P4,Reading - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P4,Writing - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P7,Listening & Talking - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P7,Numeracy - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P7,Reading - % Meeting Level,c
2024/25,Midlothian,Moorfoot Primary School,P7,Writing - % Meeting Level,c
2024/25,Midlothian,Newtongrange Primary School,P1,Listening & Talking - % Meeting Level,90+%
2024/25,Midlothian,Newtongrange Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,Midlothian,Newtongrange Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,Midlothian,Newtongrange Primary School,P1,Writing - % Meeting Level,80-90%
2024/25,Midlothian,Newtongrange Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
