year,la_name,school_name,stage,measure,value_label
2024/25,West Dunbartonshire,Balloch Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Balloch Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Balloch Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Balloch Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Balloch Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Balloch Primary School,P4,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Balloch Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Balloch Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Balloch Primary School,P4,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Balloch Primary School,P7,Listening & Talking - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Balloch Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Balloch Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Balloch Primary School,P7,Writing - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Bonhill Primary School,P1,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Bonhill Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Bonhill Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Bonhill Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Bonhill Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Bonhill Primary School,P4,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,P7,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Bonhill Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Bonhill Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Braehead Primary School,P1,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Braehead Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,P1,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Braehead Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Braehead Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Braehead Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,P7,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Braehead Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Carleith Primary School,P1,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P1,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P1,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P1,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Carleith Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,90+%
2024/25,West Dunbartonshire,Carleith Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,90+%
2024/25,West Dunbartonshire,Carleith Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Carleith Primary School,P4,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P4,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P4,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P4,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P7,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P7,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P7,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Carleith Primary School,P7,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Christie Park Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P1,Numeracy - % Meeting Level,90+%
2024/25,West Dunbartonshire,Christie Park Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P1,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Christie Park Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P7,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Christie Park Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Clydemuir Primary School,P1,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Clydemuir Primary School,P1,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Clydemuir Primary School,P1,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Clydemuir Primary School,P1,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Clydemuir Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Clydemuir Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Clydemuir Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Clydemuir Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Clydemuir Primary School,P4,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Clydemuir Primary School,P4,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Clydemuir Primary School,P4,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Clydemuir Primary School,P4,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Clydemuir Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Clydemuir Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Clydemuir Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Clydemuir Primary School,P7,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Dalreoch Primary School,P1,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P1,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P1,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P1,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Dalreoch Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Dalreoch Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Dalreoch Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Dalreoch Primary School,P4,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P4,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P4,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P4,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P7,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P7,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P7,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Dalreoch Primary School,P7,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Edinbarnet Primary School,P1,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Edinbarnet Primary School,P1,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Edinbarnet Primary School,P1,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Edinbarnet Primary School,P1,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Edinbarnet Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Edinbarnet Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Edinbarnet Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Edinbarnet Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Edinbarnet Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Edinbarnet Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Edinbarnet Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Edinbarnet Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Edinbarnet Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Edinbarnet Primary School,P7,Numeracy - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Edinbarnet Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Edinbarnet Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Gartocharn Primary School,P1,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P1,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P1,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P1,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Gartocharn Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,90+%
2024/25,West Dunbartonshire,Gartocharn Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Gartocharn Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Gartocharn Primary School,P4,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P4,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P4,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P4,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P7,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P7,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P7,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Gartocharn Primary School,P7,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Gavinburn Primary School,P1,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Gavinburn Primary School,P1,Numeracy - % Meeting Level,90+%
2024/25,West Dunbartonshire,Gavinburn Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Gavinburn Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Gavinburn Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Gavinburn Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Gavinburn Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Gavinburn Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Gavinburn Primary School,P4,Listening & Talking - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Gavinburn Primary School,P4,Numeracy - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Gavinburn Primary School,P4,Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Gavinburn Primary School,P4,Writing - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Gavinburn Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Gavinburn Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Gavinburn Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Gavinburn Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Goldenhill Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Goldenhill Primary School,P1,Numeracy - % Meeting Level,90+%
2024/25,West Dunbartonshire,Goldenhill Primary School,P1,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Goldenhill Primary School,P1,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Goldenhill Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Goldenhill Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Goldenhill Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Goldenhill Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Goldenhill Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Goldenhill Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Goldenhill Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Goldenhill Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Goldenhill Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Goldenhill Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Goldenhill Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Goldenhill Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Kilbowie Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Kilbowie Primary School,P1,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Kilbowie Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Kilbowie Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Kilbowie Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Kilbowie Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Kilbowie Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Kilbowie Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Kilbowie Primary School,P4,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Kilbowie Primary School,P4,Numeracy - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Kilbowie Primary School,P4,Reading - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Kilbowie Primary School,P4,Writing - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Kilbowie Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Kilbowie Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Kilbowie Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Kilbowie Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Knoxland Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,P1,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Knoxland Primary School,P1,Reading - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Knoxland Primary School,P1,Writing - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Knoxland Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Knoxland Primary School,P4,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Knoxland Primary School,P4,Numeracy - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,P4,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,P7,Numeracy - % Meeting Level,90+%
2024/25,West Dunbartonshire,Knoxland Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Knoxland Primary School,P7,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Lennox Primary School,P1,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Lennox Primary School,P1,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Lennox Primary School,P1,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Lennox Primary School,P1,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Lennox Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Lennox Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Lennox Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Lennox Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Lennox Primary School,P4,Listening & Talking - % Meeting Level,c
2024/25,West Dunbartonshire,Lennox Primary School,P4,Numeracy - % Meeting Level,c
2024/25,West Dunbartonshire,Lennox Primary School,P4,Reading - % Meeting Level,c
2024/25,West Dunbartonshire,Lennox Primary School,P4,Writing - % Meeting Level,c
2024/25,West Dunbartonshire,Lennox Primary School,P7,Listening & Talking - % Meeting Level,90+%
2024/25,West Dunbartonshire,Lennox Primary School,P7,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Lennox Primary School,P7,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Lennox Primary School,P7,Writing - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Levenvale Primary School,P1,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Levenvale Primary School,P1,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,P1,Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,P1,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,"P1, P4 & P7 combined",Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Levenvale Primary School,"P1, P4 & P7 combined",Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,"P1, P4 & P7 combined",Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,"P1, P4 & P7 combined",Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,P4,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Levenvale Primary School,P4,Numeracy - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,P4,Reading - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Levenvale Primary School,P4,Writing - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,P7,Listening & Talking - % Meeting Level,80-90%
2024/25,West Dunbartonshire,Levenvale Primary School,P7,Numeracy - % Meeting Level,60-70%
2024/25,West Dunbartonshire,Levenvale Primary School,P7,Reading - % Meeting Level,70-80%
2024/25,West Dunbartonshire,Levenvale Primary School,P7,Writing - % Meeting Level,60-70%
